index,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_bugs,fastread_bugs
19,C2H6.py,1.0,1.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,11.0,26.0,0.0,26.0,2.0,1.0,0.0,12.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.08,1.0,1.0,1.0,1.0,12.0,20
21,H.py,1.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,10.0,15.0,0.0,15.0,2.0,1.0,0.0,10.0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.13,1.0,1.0,1.0,1.0,12.0,20
40,cclib2biopython.py,2.0,2.0,2.0,1.0,12.0,2.0,6.0,13.0,0.0,2.0,1.0,35.0,6.0,12.0,4.0,8.0,17.0,2.0,0.0,12.0,4.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.42,4.0,4.0,4.0,2.0,0.0,0
41,cclib2openbabel.py,2.0,2.0,2.0,1.0,14.0,1.0,14.0,11.0,0.0,2.0,1.0,39.0,5.0,19.0,3.0,16.0,15.0,2.0,0.0,19.0,3.0,16.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.79,4.0,4.0,4.0,2.0,0.0,0
42,cclib2pyquante.py,1.0,1.0,1.0,1.0,8.0,1.0,3.0,10.0,0.0,2.0,1.0,27.0,5.0,8.0,3.0,5.0,14.0,2.0,0.0,7.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.75,3.0,3.0,3.0,2.0,0.0,0
44,calculationmethod.py,1.0,1.0,1.0,1.0,11.0,3.0,12.0,4.0,1.0,2.0,1.0,44.0,11.0,19.0,6.0,13.0,14.0,2.0,0.0,17.0,5.0,12.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.74,3.0,3.0,3.0,2.0,0.0,0
45,cda.py,4.0,4.0,4.0,1.0,20.0,5.0,17.0,3.0,1.0,5.0,4.0,123.0,33.0,73.0,8.0,65.0,18.0,1.0,0.0,66.0,8.0,58.0,1.0,1.0,1.0,1.0,19.0,19.0,19.0,1.0,4.0,0.25,23.0,23.0,23.0,5.0,0.0,0
46,cspa.py,3.0,3.0,3.0,1.0,17.0,5.0,14.0,2.0,1.0,5.0,4.0,111.0,32.0,64.0,9.0,55.0,16.0,2.0,0.0,64.0,9.0,55.0,2.0,2.0,2.0,1.0,14.0,14.0,14.0,5.0,3.0,0.25,19.0,19.0,19.0,9.0,0.0,0
47,density.py,3.0,3.0,3.0,1.0,13.0,3.0,11.0,2.0,1.0,5.0,4.0,85.0,23.0,50.0,10.0,40.0,15.0,1.0,0.0,47.0,9.0,38.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,4.0,3.0,0.3,15.0,15.0,15.0,8.0,0.0,0
48,fragments.py,5.0,5.0,5.0,2.0,23.0,5.0,20.0,3.0,1.0,5.0,4.0,134.0,30.0,89.0,9.0,80.0,18.0,1.0,0.0,83.0,8.0,75.0,1.0,1.0,1.0,1.0,21.0,21.0,21.0,8.0,3.0,0.2,25.0,25.0,25.0,12.0,0.0,0
49,lpa.py,4.0,4.0,4.0,2.0,22.0,6.0,17.0,4.0,1.0,5.0,4.0,132.0,35.0,76.0,9.0,67.0,21.0,2.0,0.0,74.0,9.0,65.0,2.0,2.0,2.0,1.0,17.0,17.0,17.0,6.0,3.0,0.28,22.0,22.0,22.0,10.0,0.0,0
50,mbo.py,4.0,4.0,4.0,2.0,20.0,5.0,17.0,3.0,1.0,5.0,4.0,121.0,32.0,76.0,8.0,68.0,18.0,1.0,0.0,72.0,8.0,64.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,6.0,5.0,0.24,22.0,22.0,22.0,10.0,0.0,0
51,mpa.py,4.0,4.0,4.0,2.0,19.0,5.0,15.0,3.0,1.0,5.0,4.0,118.0,32.0,68.0,9.0,59.0,18.0,2.0,0.0,66.0,9.0,57.0,2.0,2.0,2.0,1.0,17.0,17.0,17.0,6.0,3.0,0.26,22.0,22.0,22.0,10.0,0.0,0
52,opa.py,4.0,4.0,4.0,1.0,19.0,5.0,15.0,2.0,1.0,6.0,5.0,141.0,40.0,87.0,10.0,77.0,18.0,2.0,0.0,81.0,10.0,71.0,2.0,2.0,2.0,1.0,19.0,19.0,19.0,1.0,5.0,0.21,26.0,26.0,26.0,6.0,0.0,0
53,population.py,3.0,3.0,3.0,1.0,14.0,4.0,11.0,2.0,1.0,5.0,4.0,94.0,28.0,54.0,10.0,44.0,15.0,2.0,0.0,52.0,9.0,43.0,2.0,2.0,2.0,1.0,11.0,11.0,11.0,1.0,3.0,0.28,16.0,16.0,16.0,5.0,0.0,0
54,volume.py,3.0,3.0,3.0,1.0,17.0,1.0,12.0,2.0,1.0,12.0,11.0,264.0,48.0,176.0,22.0,154.0,43.0,12.0,1.0,160.0,22.0,138.0,5.0,5.0,5.0,1.0,8.0,8.0,8.0,1.0,6.0,0.24,42.0,42.0,42.0,12.0,0.0,0
56,adfparser.py,18.0,18.0,18.0,3.0,107.0,24.0,78.0,24.0,1.0,8.0,7.0,882.0,182.0,559.0,13.0,546.0,174.0,2.0,0.0,548.0,13.0,535.0,2.0,2.0,2.0,1.0,129.0,129.0,129.0,13.0,6.0,0.31,145.0,145.0,145.0,24.0,0.0,0
57,ccopen.py,8.0,8.0,8.0,8.0,40.0,16.0,48.0,16.0,0.0,2.0,1.0,101.0,23.0,58.0,10.0,48.0,20.0,1.0,0.0,47.0,10.0,37.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,15.0,2.0,0.34,17.0,17.0,17.0,16.0,0.0,0
59,gamessparser.py,21.0,21.0,21.0,2.0,125.0,14.0,85.0,50.0,1.0,7.0,6.0,912.0,102.0,521.0,12.0,509.0,316.0,2.0,0.0,506.0,12.0,494.0,2.0,2.0,2.0,1.0,142.0,142.0,142.0,8.0,6.0,0.61,150.0,150.0,150.0,14.0,0.0,0
60,gamessukparser.py,15.0,15.0,15.0,2.0,71.0,9.0,63.0,13.0,1.0,7.0,6.0,524.0,68.0,388.0,12.0,376.0,85.0,2.0,0.0,378.0,12.0,366.0,2.0,2.0,2.0,1.0,99.0,99.0,99.0,10.0,5.0,0.22,106.0,106.0,106.0,16.0,0.0,0
61,gaussianparser.py,21.0,21.0,21.0,4.0,124.0,24.0,78.0,43.0,1.0,8.0,7.0,1026.0,184.0,558.0,13.0,545.0,309.0,2.0,0.0,552.0,13.0,539.0,2.0,2.0,2.0,1.0,159.0,159.0,159.0,28.0,6.0,0.55,171.0,171.0,171.0,35.0,0.0,0
62,jaguarparser.py,12.0,12.0,12.0,1.0,64.0,10.0,49.0,15.0,1.0,7.0,6.0,474.0,78.0,303.0,12.0,291.0,98.0,2.0,0.0,296.0,12.0,284.0,2.0,2.0,2.0,1.0,80.0,80.0,80.0,3.0,6.0,0.32,87.0,87.0,87.0,9.0,0.0,0
63,logfileparser.py,5.0,5.0,5.0,2.0,32.0,6.0,17.0,11.0,1.0,8.0,7.0,300.0,65.0,148.0,27.0,121.0,90.0,8.0,1.0,135.0,24.0,111.0,4.0,4.0,4.0,1.0,20.0,20.0,20.0,4.0,3.0,0.61,45.0,45.0,45.0,16.0,0.0,0
64,mm4parser.py,4.0,4.0,4.0,1.0,39.0,4.0,15.0,28.0,1.0,6.0,5.0,260.0,33.0,86.0,11.0,75.0,148.0,2.0,0.0,83.0,11.0,72.0,2.0,2.0,2.0,1.0,18.0,18.0,18.0,1.0,2.0,1.72,24.0,24.0,24.0,6.0,0.0,0
65,molproparser.py,14.0,14.0,14.0,1.0,77.0,12.0,55.0,20.0,1.0,8.0,7.0,644.0,100.0,399.0,13.0,386.0,146.0,2.0,0.0,391.0,13.0,378.0,2.0,2.0,2.0,1.0,110.0,110.0,110.0,4.0,6.0,0.37,119.0,119.0,119.0,11.0,0.0,0
66,mopacparser.py,3.0,3.0,3.0,1.0,30.0,3.0,12.0,21.0,1.0,6.0,5.0,215.0,32.0,68.0,10.0,58.0,119.0,2.0,0.0,67.0,10.0,57.0,2.0,2.0,2.0,1.0,13.0,13.0,13.0,1.0,2.0,1.75,19.0,19.0,19.0,6.0,0.0,0
67,orcaparser.py,9.0,9.0,9.0,1.0,54.0,10.0,46.0,7.0,1.0,7.0,6.0,407.0,76.0,288.0,12.0,276.0,50.0,2.0,0.0,285.0,12.0,273.0,2.0,2.0,2.0,1.0,62.0,62.0,62.0,1.0,5.0,0.17,69.0,69.0,69.0,7.0,0.0,0
70,qt4progress.py,1.0,1.0,1.0,1.0,6.0,1.0,7.0,0.0,1.0,4.0,3.0,42.0,13.0,24.0,5.0,19.0,5.0,1.0,0.0,24.0,5.0,19.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.21,6.0,6.0,6.0,4.0,0.0,0
71,qtprogress.py,1.0,1.0,1.0,1.0,6.0,2.0,6.0,0.0,1.0,4.0,3.0,41.0,14.0,22.0,5.0,17.0,5.0,1.0,0.0,22.0,5.0,17.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.23,5.0,5.0,5.0,4.0,0.0,0
72,textprogress.py,1.0,1.0,1.0,1.0,9.0,3.0,8.0,0.0,1.0,4.0,3.0,54.0,19.0,29.0,5.0,24.0,6.0,1.0,0.0,29.0,5.0,24.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,0.21,7.0,7.0,7.0,4.0,0.0,0
73,webel.py,2.0,2.0,2.0,1.0,11.0,0.0,7.0,2.0,4.0,24.0,23.0,373.0,56.0,205.0,40.0,167.0,114.0,4.0,1.0,177.0,36.0,141.0,3.0,3.0,3.0,1.0,12.0,12.0,12.0,4.0,3.0,0.56,59.0,59.0,59.0,36.0,0.0,0
74,wip.py,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,0.0,3.0,3.0,23.0,3.0,14.0,7.0,7.0,6.0,0.0,0.0,13.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.43,4.0,4.0,4.0,3.0,0.0,0
79,commonTest.py,1.0,1.0,1.0,1.0,6.0,0.0,3.0,2.0,2.0,21.0,20.0,200.0,27.0,75.0,27.0,48.0,98.0,2.0,0.0,75.0,27.0,48.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.31,22.0,22.0,22.0,21.0,28.0,31
80,methoxy.py,1.0,1.0,1.0,1.0,181.0,0.0,0.0,0.0,0.0,1.0,0.0,224.0,22.0,181.0,0.0,181.0,26.0,1.0,0.0,21.0,0.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.14,1.0,1.0,1.0,1.0,10.0,9
83,geometry.py,2.0,2.0,2.0,1.0,18.0,2.0,9.0,6.0,2.0,8.0,8.0,220.0,35.0,82.0,14.0,68.0,103.0,0.0,0.0,86.0,14.0,72.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,3.0,2.0,1.26,20.0,20.0,20.0,10.0,6.0,12
84,geometryTest.py,2.0,2.0,2.0,1.0,30.0,5.0,24.0,7.0,1.0,5.0,4.0,169.0,31.0,103.0,10.0,93.0,35.0,2.0,0.0,103.0,10.0,93.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,0.34,10.0,10.0,10.0,5.0,6.0,12
86,kinetics.py,2.0,2.0,2.0,1.0,16.0,2.0,11.0,2.0,1.0,11.0,11.0,248.0,44.0,147.0,34.0,113.0,62.0,0.0,0.0,124.0,24.0,100.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,3.0,0.42,28.0,28.0,28.0,14.0,40.0,54
88,molepro.py,5.0,5.0,5.0,5.0,22.0,1.0,15.0,5.0,1.0,2.0,2.0,87.0,9.0,34.0,5.0,29.0,44.0,0.0,0.0,34.0,5.0,29.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,9.0,3.0,1.29,11.0,11.0,11.0,10.0,27.0,34
89,moleproTest.py,1.0,1.0,1.0,1.0,10.0,2.0,4.0,4.0,1.0,3.0,3.0,50.0,13.0,18.0,9.0,9.0,19.0,0.0,0.0,18.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.06,3.0,3.0,3.0,3.0,18.0,22
92,qchem.py,7.0,7.0,7.0,2.0,39.0,3.0,25.0,10.0,1.0,9.0,9.0,410.0,46.0,235.0,17.0,218.0,132.0,0.0,0.0,226.0,17.0,209.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,6.0,7.0,0.56,66.0,66.0,66.0,22.0,42.0,49
93,qchemTest.py,1.0,1.0,1.0,1.0,10.0,0.0,7.0,4.0,1.0,7.0,6.0,94.0,11.0,52.0,14.0,38.0,31.0,2.0,0.0,52.0,14.0,38.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.6,8.0,8.0,8.0,7.0,20.0,28
96,chemkin.py,12.0,12.0,12.0,5.0,66.0,6.0,51.0,12.0,1.0,26.0,25.0,1851.0,208.0,1308.0,51.0,1259.0,350.0,1.0,0.0,1020.0,51.0,969.0,1.0,1.0,1.0,1.0,46.0,46.0,46.0,22.0,7.0,0.27,318.0,318.0,318.0,139.0,70.0,84
97,constants.py,1.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,133.0,26.0,31.0,1.0,30.0,76.0,1.0,0.0,16.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.45,1.0,1.0,1.0,1.0,16.0,20
98,constantsTest.py,1.0,1.0,1.0,1.0,5.0,0.0,2.0,3.0,1.0,15.0,14.0,148.0,22.0,47.0,18.0,29.0,79.0,2.0,0.0,47.0,18.0,29.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.68,16.0,16.0,16.0,15.0,16.0,20
101,baseTest.py,1.0,1.0,1.0,1.0,17.0,2.0,16.0,4.0,1.0,4.0,3.0,95.0,17.0,57.0,9.0,48.0,21.0,2.0,0.0,23.0,9.0,14.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.37,5.0,5.0,5.0,4.0,82.0,89
104,database.py,4.0,4.0,4.0,2.0,24.0,1.0,17.0,6.0,1.0,19.0,19.0,537.0,52.0,336.0,36.0,300.0,156.0,0.0,0.0,276.0,34.0,242.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,16.0,4.0,0.46,93.0,93.0,93.0,44.0,57.0,73
105,depository.py,1.0,1.0,1.0,1.0,15.0,0.0,12.0,2.0,2.0,9.0,9.0,210.0,23.0,120.0,46.0,74.0,67.0,0.0,0.0,56.0,15.0,41.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,7.0,3.0,0.56,17.0,17.0,17.0,15.0,41.0,48
106,family.py,6.0,6.0,6.0,3.0,33.0,3.0,21.0,8.0,5.0,46.0,46.0,1707.0,210.0,1022.0,93.0,929.0,479.0,0.0,0.0,859.0,65.0,794.0,0.0,0.0,0.0,0.0,55.0,55.0,55.0,26.0,9.0,0.47,311.0,311.0,311.0,138.0,105.0,150
107,groups.py,13.0,13.0,13.0,4.0,68.0,8.0,50.0,11.0,1.0,7.0,7.0,542.0,69.0,360.0,30.0,330.0,114.0,0.0,0.0,288.0,18.0,270.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,17.0,6.0,0.32,93.0,93.0,93.0,32.0,274.0,328
108,kineticsTest.py,1.0,1.0,1.0,1.0,15.0,1.0,11.0,3.0,1.0,1.0,1.0,26.0,4.0,18.0,8.0,10.0,4.0,0.0,0.0,18.0,8.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.22,1.0,1.0,1.0,1.0,59.0,78
109,library.py,5.0,5.0,5.0,3.0,28.0,1.0,22.0,4.0,2.0,16.0,16.0,532.0,47.0,367.0,52.0,315.0,119.0,0.0,0.0,262.0,27.0,235.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,20.0,7.0,0.32,88.0,88.0,88.0,57.0,62.0,72
110,rules.py,5.0,5.0,5.0,2.0,29.0,2.0,21.0,5.0,1.0,17.0,17.0,567.0,70.0,379.0,42.0,338.0,122.0,0.0,0.0,306.0,29.0,277.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,8.0,5.0,0.32,86.0,86.0,86.0,47.0,220.0,263
111,reference.py,5.0,5.0,5.0,1.0,13.0,0.0,10.0,3.0,4.0,14.0,14.0,328.0,38.0,145.0,19.0,126.0,145.0,0.0,0.0,176.0,19.0,157.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,1.0,2.0,1.0,72.0,72.0,72.0,14.0,23.0,30
112,rmg.py,1.0,1.0,1.0,1.0,12.0,0.0,9.0,4.0,1.0,12.0,11.0,219.0,21.0,114.0,38.0,76.0,84.0,1.0,0.0,89.0,21.0,68.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,2.0,0.74,21.0,21.0,21.0,12.0,37.0,47
113,solvation.py,2.0,2.0,2.0,1.0,15.0,0.0,10.0,4.0,7.0,50.0,50.0,901.0,112.0,523.0,91.0,432.0,282.0,0.0,0.0,434.0,63.0,371.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,7.0,4.0,0.54,124.0,124.0,124.0,72.0,48.0,55
114,solvationTest.py,1.0,1.0,1.0,1.0,10.0,0.0,9.0,1.0,1.0,15.0,14.0,188.0,27.0,141.0,22.0,119.0,29.0,2.0,0.0,92.0,22.0,70.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.21,19.0,19.0,19.0,15.0,38.0,40
115,statmech.py,2.0,2.0,2.0,1.0,14.0,0.0,10.0,4.0,5.0,39.0,39.0,704.0,81.0,405.0,79.0,326.0,219.0,0.0,0.0,311.0,52.0,259.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,4.0,6.0,0.54,104.0,104.0,104.0,52.0,72.0,84
116,statmechfit.py,3.0,3.0,3.0,1.0,24.0,2.0,15.0,7.0,4.0,16.0,15.0,506.0,75.0,248.0,26.0,222.0,186.0,1.0,0.0,255.0,26.0,229.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,2.0,0.75,54.0,54.0,54.0,20.0,28.0,31
117,thermo.py,3.0,3.0,3.0,1.0,23.0,1.0,16.0,6.0,4.0,43.0,42.0,1150.0,137.0,712.0,76.0,636.0,308.0,1.0,0.0,520.0,58.0,462.0,1.0,1.0,1.0,1.0,18.0,18.0,18.0,9.0,5.0,0.43,165.0,165.0,165.0,85.0,127.0,149
118,thermoTest.py,2.0,2.0,2.0,1.0,15.0,1.0,12.0,3.0,2.0,7.0,6.0,172.0,26.0,87.0,17.0,70.0,59.0,2.0,0.0,65.0,15.0,50.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,1.0,4.0,0.68,19.0,19.0,19.0,7.0,77.0,95
122,arrheniusTest.py,1.0,1.0,1.0,1.0,11.0,0.0,8.0,3.0,5.0,68.0,68.0,940.0,83.0,592.0,83.0,509.0,265.0,0.0,0.0,455.0,83.0,372.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,0.45,100.0,100.0,100.0,68.0,23.0,28
123,chebyshevTest.py,2.0,2.0,2.0,1.0,11.0,0.0,8.0,3.0,1.0,14.0,13.0,219.0,22.0,120.0,18.0,102.0,78.0,2.0,0.0,102.0,18.0,84.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,3.0,0.65,29.0,29.0,29.0,14.0,18.0,21
124,diffusionLimited.py,2.0,2.0,2.0,1.0,12.0,0.0,10.0,4.0,1.0,6.0,5.0,90.0,13.0,61.0,11.0,50.0,23.0,1.0,0.0,56.0,11.0,45.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,0.38,12.0,12.0,12.0,6.0,31.0,34
125,falloffTest.py,1.0,1.0,1.0,1.0,12.0,0.0,9.0,3.0,3.0,44.0,43.0,634.0,55.0,398.0,53.0,345.0,181.0,2.0,0.0,328.0,53.0,275.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,0.45,55.0,55.0,55.0,44.0,18.0,22
126,kineticsdataTest.py,2.0,2.0,2.0,1.0,11.0,0.0,7.0,3.0,2.0,24.0,24.0,344.0,32.0,197.0,32.0,165.0,115.0,0.0,0.0,174.0,32.0,142.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,2.0,0.58,48.0,48.0,48.0,24.0,16.0,20
127,modelTest.py,1.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,1.0,8.0,8.0,112.0,14.0,30.0,13.0,17.0,68.0,0.0,0.0,29.0,12.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.27,8.0,8.0,8.0,8.0,111.0,129
128,tunnelingTest.py,1.0,1.0,1.0,1.0,8.0,0.0,5.0,3.0,2.0,13.0,13.0,178.0,21.0,75.0,20.0,55.0,82.0,0.0,0.0,68.0,20.0,48.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.09,15.0,15.0,15.0,13.0,16.0,20
130,adjlist.py,21.0,21.0,21.0,14.0,90.0,11.0,70.0,18.0,4.0,10.0,9.0,989.0,128.0,667.0,23.0,644.0,216.0,1.0,0.0,581.0,19.0,562.0,1.0,1.0,1.0,1.0,78.0,78.0,78.0,59.0,6.0,0.32,216.0,216.0,216.0,147.0,51.0,63
131,adjlistTest.py,1.0,1.0,1.0,1.0,22.0,1.0,18.0,2.0,3.0,29.0,28.0,699.0,88.0,523.0,38.0,485.0,90.0,2.0,0.0,358.0,37.0,321.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.17,31.0,31.0,31.0,29.0,44.0,59
132,atomtype.py,7.0,7.0,7.0,1.0,32.0,0.0,15.0,2.0,2.0,9.0,8.0,407.0,51.0,267.0,11.0,256.0,89.0,4.0,1.0,219.0,11.0,208.0,4.0,4.0,4.0,1.0,58.0,58.0,58.0,1.0,3.0,0.33,69.0,69.0,69.0,9.0,64.0,72
133,atomtypeTest.py,1.0,1.0,1.0,1.0,13.0,0.0,10.0,3.0,2.0,16.0,15.0,264.0,34.0,170.0,22.0,148.0,62.0,2.0,0.0,118.0,22.0,96.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,1.0,1.0,0.36,26.0,26.0,26.0,16.0,41.0,51
