Unnamed: 0,File,Hash,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,keyword_buggy
10,src/KOKKOS/fix_nh_kokkos.h,900c839,0.0,0.0,0.0,21.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,21.0,45.0,42.0,0.0,25.0,0.0,5.0,31.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,1.0
11,lib/gpu/cudpp_mini/cudpp_radixsort.h,900c839,0.0,0.0,0.0,8.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,10.0,10.0,0.0,11.0,0.0,7.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1.0
12,lib/gpu/cudpp_mini/cudpp_globals.h,900c839,0.0,0.0,0.0,10.0,25.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,10.0,11.0,11.0,11.0,44.0,3.0,14.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
13,lib/gpu/cudpp_mini/cudpp.h,900c839,0.0,0.0,0.0,38.0,134.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,38.0,109.0,109.0,0.0,386.0,9.0,25.0,23.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,1.0
14,lib/gpu/cudpp_mini/cudpp_plan.h,900c839,0.0,3.0,0.0,20.0,99.0,73.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,7.0,3.0,158.0,20.0,96.0,69.0,2.0,73.0,0.0,3.0,63.0,68.0,66.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.76,3.0,3.0,3.0,3.0,1.0
15,src/compute_pe_atom.h,900c839,0.0,1.0,0.0,11.0,25.0,27.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,63.0,9.0,17.0,14.0,0.0,27.0,3.0,7.0,11.0,13.0,13.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.59,1.0,1.0,1.0,1.0,1.0
16,src/USER-OMP/pair_coul_msm_omp.h,900c839,0.0,0.0,0.0,14.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,12.0,11.0,8.0,0.0,22.0,3.0,8.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
17,src/KOKKOS/pair_tersoff_mod_kokkos.h,900c839,0.0,3.0,0.0,50.0,151.0,23.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,6.0,224.0,48.0,138.0,124.0,8.0,23.0,5.0,10.0,113.0,118.0,68.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.17,6.0,6.0,6.0,6.0,1.0
18,src/MC/fix_bond_create.cpp,900c839,7.0,35.0,5.0,254.0,971.0,220.0,10.0,10.0,13.0,5.0,47.0,7.0,35.0,5.0,0.0,27.0,1445.0,254.0,951.0,138.0,751.0,220.0,0.0,20.0,752.0,1036.0,135.0,0.0,901.0,49.0,49.0,74.0,38.0,5.0,0.23,282.0,282.0,356.0,137.0,1.0
19,src/MC/fix_bond_create.h,900c839,0.0,0.0,0.0,20.0,64.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,173.0,18.0,56.0,53.0,0.0,89.0,3.0,7.0,51.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,1.0
20,src/ASPHERE/pair_resquared.h,900c839,0.0,0.0,0.0,21.0,62.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,131.0,19.0,54.0,50.0,0.0,64.0,3.0,7.0,42.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,1.0
21,src/DIPOLE/pair_lj_cut_dipole_cut.cpp,900c839,5.0,29.0,1.0,82.0,355.0,49.0,5.0,5.0,6.0,1.0,34.0,5.0,29.0,1.0,0.0,12.0,486.0,82.0,343.0,49.0,272.0,49.0,0.0,12.0,267.0,328.0,49.0,0.0,279.0,20.0,20.0,29.0,1.0,6.0,0.14,60.0,60.0,73.0,12.0,1.0
22,src/DIPOLE/pair_lj_cut_dipole_cut.h,900c839,0.0,0.0,0.0,12.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74.0,10.0,23.0,20.0,0.0,31.0,3.0,7.0,18.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,1.0
23,src/ASPHERE/fix_nvt_asphere.h,900c839,0.0,1.0,0.0,10.0,15.0,23.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,48.0,8.0,7.0,5.0,0.0,23.0,3.0,7.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.29,1.0,1.0,1.0,1.0,1.0
24,src/ASPHERE/pair_gayberne.h,900c839,0.0,0.0,0.0,14.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,12.0,44.0,39.0,0.0,48.0,3.0,7.0,32.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,1.0
25,src/KSPACE/pppm_stagger.cpp,900c839,9.0,41.0,3.0,188.0,689.0,120.0,7.0,7.0,7.0,1.0,54.0,9.0,41.0,3.0,0.0,16.0,997.0,188.0,666.0,151.0,511.0,120.0,2.0,23.0,586.0,693.0,149.0,0.0,544.0,25.0,25.0,30.0,1.0,7.0,0.18,104.0,104.0,116.0,16.0,1.0
26,src/KSPACE/pppm_stagger.h,900c839,0.0,22.0,0.0,15.0,55.0,45.0,2.0,2.0,2.0,1.0,22.0,0.0,22.0,0.0,1.0,1.0,115.0,13.0,47.0,33.0,16.0,45.0,3.0,7.0,39.0,41.0,31.0,0.0,10.0,2.0,2.0,2.0,1.0,1.0,0.96,2.0,2.0,2.0,1.0,1.0
27,src/KOKKOS/pair_eam_fs_kokkos.cpp,900c839,6.0,29.0,3.0,216.0,831.0,142.0,6.0,6.0,7.0,1.0,38.0,6.0,29.0,3.0,0.0,27.0,1189.0,216.0,811.0,225.0,595.0,142.0,1.0,19.0,562.0,726.0,169.0,0.0,557.0,36.0,36.0,39.0,5.0,4.0,0.18,163.0,163.0,185.0,34.0,1.0
28,src/KOKKOS/angle_charmm_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
29,src/KOKKOS/angle_harmonic_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
30,src/KOKKOS/bond_fene_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
31,src/KOKKOS/bond_harmonic_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
32,src/KOKKOS/compute_temp_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
33,src/KOKKOS/dihedral_charmm_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
34,src/KOKKOS/dihedral_opls_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
35,src/KOKKOS/fix_deform_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
36,src/KOKKOS/fix_nh_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
37,src/KOKKOS/fix_nph_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
38,src/KOKKOS/fix_npt_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
39,src/KOKKOS/fix_nvt_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
40,src/KOKKOS/fix_setforce_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
41,src/KOKKOS/fix_wall_reflect_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
42,src/KOKKOS/improper_harmonic_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
43,src/KOKKOS/neigh_bond_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
44,src/KOKKOS/pair_buck_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
45,src/KOKKOS/pair_coul_dsf_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
46,src/KOKKOS/pair_coul_wolf_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
47,src/KOKKOS/pair_eam_alloy_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
48,src/KOKKOS/pair_eam_fs_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
49,src/KOKKOS/pair_eam_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
50,src/KOKKOS/pair_sw_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
51,src/KOKKOS/pair_tersoff_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
52,src/KOKKOS/pair_tersoff_mod_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
53,src/KOKKOS/pair_tersoff_zbl_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
54,src/KOKKOS/region_block_kokkos.h,900c839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
55,src/KOKKOS/pair_eam_fs_kokkos.h,900c839,0.0,0.0,0.0,41.0,120.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,201.0,39.0,107.0,104.0,0.0,40.0,5.0,10.0,75.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,1.0
56,src/GPU/pair_lj_cut_dipole_cut_gpu.h,900c839,0.0,0.0,0.0,11.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,9.0,15.0,12.0,0.0,32.0,3.0,7.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,1.0
57,src/BODY/compute_temp_body.h,900c839,0.0,0.0,0.0,13.0,28.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0,11.0,20.0,17.0,0.0,52.0,3.0,7.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,1.0
58,src/KOKKOS/improper_harmonic_kokkos.cpp,900c839,7.0,40.0,1.0,78.0,355.0,40.0,8.0,8.0,10.0,1.0,49.0,7.0,40.0,1.0,0.0,8.0,473.0,78.0,336.0,78.0,255.0,40.0,1.0,18.0,225.0,288.0,62.0,0.0,226.0,25.0,25.0,33.0,1.0,4.0,0.12,60.0,60.0,76.0,8.0,1.0
59,src/KOKKOS/improper_harmonic_kokkos.h,900c839,0.0,0.0,0.0,24.0,57.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,22.0,46.0,43.0,0.0,21.0,5.0,8.0,30.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,1.0
60,src/KOKKOS/fix_npt_kokkos.h,900c839,0.0,1.0,0.0,10.0,18.0,23.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,51.0,8.0,8.0,6.0,0.0,23.0,5.0,7.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.88,1.0,1.0,1.0,1.0,1.0
61,src/DIPOLE/pair_lj_long_dipole_long.cpp,900c839,3.0,29.0,2.0,87.0,459.0,164.0,6.0,6.0,8.0,1.0,33.0,3.0,29.0,2.0,0.0,15.0,682.0,87.0,433.0,79.0,339.0,164.0,0.0,26.0,328.0,427.0,76.0,6.0,345.0,25.0,25.0,30.0,4.0,6.0,0.38,96.0,94.0,114.0,21.0,1.0
62,src/DIPOLE/pair_lj_long_dipole_long.h,900c839,0.0,0.0,0.0,14.0,38.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,126.0,12.0,30.0,27.0,0.0,74.0,3.0,7.0,25.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,1.0
63,src/USER-OMP/msm_omp.h,900c839,0.0,1.0,0.0,13.0,22.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,54.0,11.0,13.0,9.0,0.0,19.0,3.0,8.0,7.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.46,1.0,1.0,1.0,1.0,1.0
64,src/USER-OMP/pair_born_coul_msm_omp.h,900c839,0.0,1.0,0.0,13.0,22.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,54.0,11.0,13.0,9.0,0.0,19.0,3.0,8.0,7.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.46,1.0,1.0,1.0,1.0,1.0
65,src/USER-OMP/pair_buck_coul_msm_omp.h,900c839,0.0,1.0,0.0,13.0,22.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,54.0,11.0,13.0,9.0,0.0,19.0,3.0,8.0,7.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.46,1.0,1.0,1.0,1.0,1.0
66,src/USER-OMP/pair_coul_msm_omp.h,900c839,0.0,1.0,0.0,13.0,22.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,54.0,11.0,13.0,9.0,0.0,19.0,3.0,8.0,7.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.46,1.0,1.0,1.0,1.0,1.0
67,src/USER-OMP/pair_lj_charmm_coul_msm_omp.h,900c839,0.0,1.0,0.0,13.0,22.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,54.0,11.0,13.0,9.0,0.0,19.0,3.0,8.0,7.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.46,1.0,1.0,1.0,1.0,1.0
68,src/USER-OMP/pair_lj_cut_coul_msm_omp.h,900c839,0.0,1.0,0.0,13.0,22.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,54.0,11.0,13.0,9.0,0.0,19.0,3.0,8.0,7.0,8.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.46,1.0,1.0,1.0,1.0,1.0
69,src/KSPACE/pppm_disp_tip4p.h,900c839,0.0,1.0,0.0,12.0,26.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,87.0,10.0,18.0,14.0,0.0,49.0,3.0,7.0,10.0,11.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.72,1.0,1.0,1.0,1.0,1.0
70,src/KSPACE/pppm_disp.h,900c839,0.0,0.0,0.0,58.0,297.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,544.0,56.0,279.0,276.0,0.0,195.0,5.0,16.0,208.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.0
71,src/USER-OMP/pair_buck_coul_msm_omp.h,900c839,0.0,0.0,0.0,14.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,12.0,11.0,8.0,0.0,22.0,3.0,8.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
72,src/BODY/compute_temp_body.cpp,900c839,7.0,27.0,2.0,83.0,260.0,51.0,8.0,8.0,8.0,1.0,36.0,7.0,27.0,2.0,0.0,9.0,394.0,83.0,247.0,48.0,195.0,51.0,0.0,13.0,186.0,259.0,47.0,0.0,212.0,17.0,17.0,19.0,1.0,4.0,0.21,72.0,72.0,75.0,9.0,1.0
73,src/math_extra.h,900c839,0.0,9.0,0.0,103.0,445.0,152.0,1.0,1.0,1.0,1.0,9.0,0.0,9.0,0.0,0.0,41.0,700.0,103.0,438.0,158.0,208.0,152.0,0.0,7.0,273.0,314.0,110.0,0.0,204.0,1.0,1.0,1.0,1.0,0.0,0.35,41.0,41.0,41.0,41.0,1.0
74,src/KSPACE/pair_lj_long_tip4p_long.h,900c839,0.0,0.0,0.0,14.0,34.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,121.0,12.0,26.0,23.0,0.0,79.0,3.0,7.0,21.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,1.0
75,src/DIPOLE/pair_lj_cut_dipole_long.cpp,900c839,5.0,30.0,0.0,90.0,418.0,51.0,5.0,5.0,5.0,1.0,35.0,5.0,30.0,0.0,0.0,13.0,559.0,90.0,395.0,55.0,313.0,51.0,0.0,23.0,299.0,363.0,56.0,0.0,307.0,18.0,18.0,21.0,4.0,6.0,0.13,62.0,62.0,69.0,16.0,1.0
76,src/DIPOLE/pair_lj_cut_dipole_long.h,900c839,0.0,0.0,0.0,13.0,36.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,84.0,11.0,28.0,25.0,0.0,35.0,3.0,7.0,23.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1.0
77,src/MC/fix_tfmc.cpp,900c839,5.0,39.0,6.0,40.0,210.0,49.0,11.0,11.0,13.0,1.0,50.0,5.0,39.0,6.0,0.0,5.0,299.0,40.0,195.0,44.0,145.0,49.0,0.0,15.0,138.0,196.0,43.0,0.0,153.0,27.0,27.0,31.0,1.0,5.0,0.25,56.0,56.0,65.0,5.0,1.0
78,src/MC/fix_tfmc.h,900c839,0.0,0.0,0.0,11.0,28.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,9.0,20.0,17.0,0.0,37.0,3.0,7.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.0,1.0
79,src/USER-OMP/pair_coul_msm_omp.cpp,900c839,5.0,35.0,1.0,31.0,149.0,18.0,6.0,6.0,7.0,1.0,40.0,5.0,34.0,1.0,0.0,4.0,197.0,31.0,137.0,28.0,96.0,18.0,1.0,12.0,97.0,120.0,26.0,0.0,94.0,12.0,12.0,15.0,1.0,5.0,0.13,22.0,22.0,26.0,4.0,1.0
80,src/MANYBODY/pair_tersoff.h,900c839,0.0,6.0,0.0,23.0,96.0,72.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,6.0,181.0,21.0,88.0,70.0,16.0,72.0,3.0,7.0,65.0,72.0,60.0,0.0,12.0,1.0,1.0,1.0,1.0,0.0,0.82,6.0,6.0,6.0,6.0,1.0
81,src/KOKKOS/pair_tersoff_kokkos.h,900c839,0.0,3.0,0.0,50.0,151.0,23.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,6.0,224.0,48.0,138.0,124.0,8.0,23.0,5.0,10.0,111.0,116.0,68.0,0.0,48.0,1.0,1.0,1.0,1.0,0.0,0.17,6.0,6.0,6.0,6.0,1.0
82,src/KOKKOS/angle_charmm_kokkos.cpp,900c839,7.0,35.0,1.0,77.0,307.0,37.0,7.0,7.0,8.0,1.0,43.0,7.0,35.0,1.0,0.0,8.0,421.0,77.0,291.0,71.0,210.0,37.0,1.0,15.0,190.0,246.0,56.0,0.0,190.0,21.0,21.0,27.0,1.0,4.0,0.13,53.0,53.0,64.0,8.0,1.0
83,src/KOKKOS/angle_charmm_kokkos.h,900c839,0.0,0.0,0.0,22.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91.0,20.0,42.0,39.0,0.0,16.0,5.0,8.0,27.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.0
84,src/KOKKOS/pair_sw_kokkos.cpp,900c839,8.0,34.0,1.0,180.0,669.0,58.0,6.0,6.0,6.0,2.0,43.0,8.0,34.0,1.0,0.0,18.0,907.0,180.0,645.0,216.0,488.0,58.0,1.0,23.0,479.0,583.0,168.0,0.0,415.0,20.0,20.0,25.0,14.0,4.0,0.09,101.0,101.0,114.0,43.0,1.0
85,src/KOKKOS/pair_sw_kokkos.h,900c839,0.0,0.0,0.0,35.0,99.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154.0,33.0,88.0,85.0,0.0,20.0,5.0,8.0,54.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,1.0
86,src/KOKKOS/compute_temp_kokkos.cpp,900c839,3.0,18.0,0.0,27.0,116.0,16.0,3.0,3.0,3.0,1.0,21.0,3.0,18.0,0.0,0.0,5.0,158.0,27.0,102.0,27.0,69.0,16.0,1.0,13.0,68.0,86.0,17.0,0.0,69.0,4.0,4.0,4.0,1.0,2.0,0.16,16.0,16.0,16.0,5.0,1.0
87,src/KOKKOS/compute_temp_kokkos.h,900c839,0.0,6.0,0.0,18.0,68.0,20.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,4.0,106.0,16.0,57.0,35.0,15.0,20.0,5.0,8.0,34.0,39.0,24.0,0.0,15.0,1.0,1.0,1.0,1.0,0.0,0.35,4.0,4.0,4.0,4.0,1.0
