index,File,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,Bugs
480,defs_param_lotf.F90,1.0,1.0,1.0,40.0,12.0,15.0,13.0,1.0,1.0,1.0,1.0,123.0,32.0,34.0,25.0,8.0,63.0,29.0,21.0,8.0,1.0,1.0,1.0,0.0,1.85,1.0,1.0,1.0,0.0
481,m_odamix.F90,77.0,77.0,1.0,514.0,77.0,374.0,72.0,1.0,1.0,1.0,1.0,699.0,89.0,402.0,92.0,309.0,219.0,372.0,71.0,301.0,77.0,77.0,1.0,6.0,0.54,77.0,77.0,1.0,0.0
482,m_gwls_ComputeCorrelationEnergy.F90,9.0,9.0,1.0,290.0,87.0,149.0,74.0,6.0,1.0,1.0,6.0,1944.0,550.0,932.0,242.0,689.0,581.0,828.0,203.0,625.0,15.0,15.0,1.0,3.0,0.62,54.0,54.0,6.0,0.0
483,m_screening_driver.F90,45.0,44.0,4.0,411.0,60.0,280.0,85.0,6.0,1.0,1.0,5.0,2774.0,381.0,1749.0,503.0,1196.0,734.0,1471.0,247.0,1224.0,153.0,150.0,11.0,6.0,0.42,272.0,268.0,27.0,0.0
484,m_bond_lotf.F90,4.0,4.0,1.0,41.0,8.0,23.0,10.0,7.0,1.0,1.0,7.0,475.0,83.0,192.0,86.0,105.0,215.0,157.0,58.0,99.0,8.0,8.0,1.0,4.0,1.12,30.0,30.0,7.0,0.0
485,aim.F90,48.0,48.0,4.0,358.0,61.0,229.0,71.0,1.0,0.0,1.0,1.0,397.0,64.0,231.0,43.0,184.0,107.0,214.0,29.0,185.0,48.0,48.0,4.0,3.0,0.46,48.0,48.0,4.0,0.0
486,m_ptg_D3.F90,2.0,2.0,1.0,84.0,8.0,64.0,12.0,1.0,1.0,1.0,1.0,134.0,17.0,69.0,22.0,46.0,50.0,61.0,14.0,47.0,2.0,2.0,1.0,1.0,0.72,2.0,2.0,1.0,0.0
487,m_gkk.F90,12.0,12.0,4.0,209.0,39.0,128.0,45.0,3.0,1.0,1.0,3.0,801.0,137.0,427.0,199.0,198.0,254.0,337.0,127.0,210.0,20.0,20.0,7.0,5.0,0.59,36.0,36.0,12.0,0.0
488,m_newvtr.F90,71.0,71.0,1.0,494.0,51.0,382.0,65.0,1.0,1.0,1.0,1.0,668.0,61.0,390.0,116.0,271.0,223.0,334.0,70.0,264.0,71.0,71.0,1.0,6.0,0.57,71.0,71.0,1.0,0.0
489,m_sgfft.F90,41.0,40.0,1.0,385.0,40.0,282.0,70.0,14.0,1.0,1.0,14.0,6177.0,616.0,3969.0,355.0,3597.0,1704.0,3729.0,228.0,3501.0,159.0,159.0,4.0,8.0,0.43,574.0,571.0,17.0,0.0
490,m_common.F90,52.0,52.0,1.0,284.0,29.0,222.0,37.0,5.0,1.0,1.0,5.0,1681.0,162.0,1113.0,133.0,964.0,429.0,1026.0,110.0,916.0,135.0,133.0,5.0,8.0,0.39,262.0,260.0,9.0,0.0
491,m_bz_mesh.F90,8.0,8.0,3.0,77.0,13.0,45.0,18.0,29.0,1.0,1.0,29.0,3449.0,560.0,1426.0,543.0,835.0,1532.0,1279.0,396.0,883.0,41.0,41.0,25.0,7.0,1.07,255.0,254.0,97.0,0.0
492,test_md5_sum_from_string.F90,2.0,2.0,1.0,47.0,10.0,24.0,13.0,1.0,0.0,1.0,1.0,83.0,12.0,25.0,10.0,5.0,47.0,14.0,9.0,5.0,2.0,2.0,1.0,1.0,1.88,2.0,2.0,1.0,0.0
493,defs_elphon.F90,17.0,17.0,3.0,115.0,20.0,75.0,21.0,8.0,1.0,1.0,8.0,1437.0,251.0,746.0,294.0,451.0,551.0,624.0,213.0,411.0,41.0,41.0,9.0,8.0,0.74,141.0,141.0,24.0,0.0
494,dfpt_nselt.F90,18.0,18.0,2.0,185.0,30.0,128.0,30.0,2.0,0.0,1.0,1.0,479.0,64.0,258.0,101.0,156.0,165.0,215.0,63.0,152.0,37.0,37.0,4.0,6.0,0.64,37.0,37.0,4.0,0.0
495,m_exc_analyze.F90,31.0,31.0,4.0,281.0,37.0,192.0,58.0,2.0,1.0,1.0,2.0,686.0,90.0,411.0,143.0,267.0,202.0,360.0,87.0,273.0,32.0,32.0,7.0,4.0,0.49,63.0,63.0,8.0,0.0
496,m_sigmaph.F90,20.0,20.0,3.0,217.0,30.0,136.0,55.0,9.0,1.0,1.0,9.0,2458.0,355.0,1327.0,398.0,725.0,826.0,1012.0,244.0,768.0,76.0,76.0,16.0,8.0,0.62,180.0,180.0,29.0,0.0
497,dfti_c2c_ip.finc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,25.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0
498,m_fftcore.F90,11.0,11.0,2.0,76.0,13.0,46.0,17.0,49.0,1.0,1.0,49.0,5273.0,813.0,2361.0,564.0,1788.0,2179.0,2468.0,497.0,1971.0,87.0,87.0,22.0,10.0,0.92,572.0,568.0,98.0,0.0
499,m_ptg_D3d.F90,2.0,2.0,1.0,168.0,11.0,145.0,12.0,1.0,1.0,1.0,1.0,218.0,20.0,150.0,25.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,0.0
500,setup_positron.F90,73.0,73.0,0.0,352.0,23.0,280.0,54.0,2.0,0.0,1.0,1.0,815.0,50.0,562.0,133.0,428.0,215.0,512.0,90.0,422.0,146.0,146.0,1.0,7.0,0.38,146.0,146.0,1.0,0.0
501,m_phgamma.F90,14.0,14.0,2.0,147.0,24.0,94.0,35.0,29.0,1.0,1.0,29.0,5244.0,840.0,2803.0,908.0,1626.0,1761.0,2288.0,586.0,1702.0,85.0,85.0,13.0,9.0,0.63,426.0,420.0,66.0,0.0
502,m_setvtr.F90,27.0,27.0,1.0,216.0,25.0,139.0,55.0,4.0,1.0,1.0,4.0,1159.0,123.0,597.0,175.0,400.0,462.0,513.0,132.0,381.0,90.0,90.0,4.0,7.0,0.77,110.0,110.0,7.0,0.0
503,m_dfpt_cgwf.F90,128.0,128.0,10.0,980.0,94.0,643.0,260.0,1.0,1.0,1.0,1.0,1133.0,106.0,663.0,142.0,520.0,383.0,586.0,63.0,523.0,128.0,128.0,10.0,5.0,0.58,128.0,128.0,10.0,0.0
504,prep_getghc.F90,21.0,21.0,0.0,224.0,28.0,166.0,34.0,2.0,0.0,1.0,1.0,503.0,59.0,334.0,85.0,248.0,119.0,250.0,42.0,208.0,43.0,43.0,1.0,3.0,0.36,43.0,43.0,1.0,0.0
505,m_respfn_driver.F90,145.0,145.0,1.0,876.0,87.0,681.0,120.0,4.0,1.0,1.0,4.0,3916.0,369.0,2790.0,483.0,2291.0,809.0,2342.0,226.0,2116.0,292.0,292.0,1.0,10.0,0.29,580.0,580.0,4.0,0.0
506,m_Ctqmc.F90,7.0,7.0,1.0,68.0,9.0,42.0,17.0,34.0,1.0,1.0,34.0,3796.0,472.0,1563.0,440.0,1012.0,1807.0,1536.0,439.0,1097.0,36.0,36.0,6.0,5.0,1.16,259.0,259.0,43.0,0.0
507,m_model_screening.F90,6.0,6.0,3.0,72.0,10.0,45.0,17.0,11.0,1.0,1.0,11.0,1195.0,148.0,525.0,134.0,388.0,550.0,552.0,129.0,423.0,23.0,23.0,13.0,4.0,1.05,75.0,75.0,34.0,0.0
508,prep_sort_wavef_spin.F90,4.0,4.0,1.0,70.0,16.0,37.0,17.0,1.0,0.0,1.0,1.0,111.0,19.0,39.0,16.0,22.0,55.0,29.0,10.0,19.0,4.0,4.0,1.0,2.0,1.41,4.0,4.0,1.0,0.0
509,abi_xgemm.f90,4.0,4.0,1.0,61.0,8.0,38.0,16.0,2.0,0.0,2.0,2.0,184.0,23.0,76.0,40.0,27.0,88.0,66.0,37.0,29.0,5.0,5.0,1.0,3.0,1.16,8.0,8.0,2.0,0.0
510,m_random_zbq.F90,5.0,5.0,1.0,97.0,8.0,36.0,53.0,2.0,1.0,1.0,2.0,275.0,32.0,97.0,39.0,57.0,149.0,83.0,27.0,56.0,6.0,6.0,1.0,2.0,1.54,11.0,11.0,2.0,0.0
511,wvl_nhatgrid.F90,15.0,15.0,1.0,156.0,28.0,95.0,37.0,1.0,0.0,1.0,1.0,206.0,32.0,97.0,45.0,51.0,83.0,76.0,26.0,50.0,15.0,15.0,1.0,4.0,0.86,15.0,15.0,1.0,0.0
512,m_args_gs.F90,1.0,1.0,1.0,29.0,8.0,11.0,10.0,2.0,1.0,1.0,2.0,207.0,43.0,42.0,29.0,12.0,124.0,40.0,28.0,12.0,1.0,1.0,1.0,0.0,2.95,2.0,2.0,2.0,0.0
513,m_ptg_D6h.F90,2.0,2.0,1.0,449.0,19.0,415.0,15.0,1.0,1.0,1.0,1.0,499.0,28.0,420.0,31.0,388.0,53.0,403.0,14.0,389.0,2.0,2.0,1.0,1.0,0.13,2.0,2.0,1.0,0.0
514,m_dfpt_rhotov.F90,37.0,37.0,1.0,273.0,40.0,181.0,58.0,1.0,1.0,1.0,1.0,395.0,52.0,197.0,65.0,131.0,154.0,174.0,46.0,128.0,37.0,37.0,1.0,4.0,0.78,37.0,37.0,1.0,0.0
515,m_psxml2ab.F90,1.0,1.0,1.0,17.0,6.0,6.0,5.0,1.0,1.0,2.0,1.0,435.0,59.0,279.0,16.0,0.0,100.0,14.0,14.0,0.0,1.0,1.0,1.0,0.0,0.36,1.0,1.0,1.0,0.0
516,m_ptg_D3h.F90,2.0,2.0,1.0,168.0,11.0,145.0,12.0,1.0,1.0,1.0,1.0,218.0,20.0,150.0,25.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,0.0
517,m_tdep_shell.F90,19.0,19.0,5.0,121.0,8.0,99.0,20.0,3.0,1.0,1.0,3.0,414.0,38.0,332.0,103.0,241.0,69.0,320.0,64.0,256.0,32.0,32.0,8.0,10.0,0.21,58.0,58.0,16.0,0.0
518,m_effective_potential_file.F90,21.0,21.0,4.0,200.0,24.0,146.0,31.0,17.0,1.0,1.0,17.0,4151.0,487.0,2676.0,503.0,1909.0,1027.0,2075.0,310.0,1765.0,110.0,110.0,28.0,12.0,0.38,358.0,358.0,81.0,0.0
519,ab7_dummy.f90,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,10.0,2.0,6.0,6.0,0.0,2.0,6.0,6.0,0.0,1.0,1.0,1.0,0.0,0.33,3.0,3.0,3.0,0.0
520,m_pawxmlps.F90,36.0,35.0,9.0,603.0,56.0,470.0,80.0,7.0,0.0,1.0,7.0,2725.0,294.0,1987.0,156.0,1135.0,458.0,1402.0,156.0,1246.0,135.0,135.0,50.0,6.0,0.23,253.0,249.0,67.0,0.0
521,m_dfpt_mkvxc.F90,34.0,34.0,1.0,251.0,30.0,197.0,42.0,2.0,1.0,1.0,2.0,717.0,75.0,409.0,83.0,325.0,271.0,345.0,55.0,290.0,51.0,51.0,1.0,6.0,0.66,68.0,68.0,2.0,0.0
522,m_xieee.F90,1.0,1.0,1.0,31.0,5.0,11.0,15.0,2.0,1.0,1.0,2.0,154.0,26.0,33.0,15.0,2.0,99.0,16.0,14.0,2.0,1.0,1.0,1.0,0.0,3.00,2.0,2.0,2.0,0.0
523,m_bader.F90,26.0,25.0,8.0,196.0,28.0,141.0,29.0,27.0,1.0,1.0,27.0,6222.0,853.0,3889.0,515.0,3369.0,1581.0,3751.0,346.0,3405.0,94.0,94.0,52.0,9.0,0.41,721.0,678.0,225.0,0.0
524,fftprof.F90,45.0,45.0,5.0,448.0,68.0,295.0,94.0,1.0,0.0,1.0,1.0,524.0,71.0,297.0,68.0,226.0,167.0,296.0,53.0,243.0,45.0,45.0,5.0,4.0,0.56,45.0,45.0,5.0,0.0
525,m_bseinterp.F90,5.0,5.0,2.0,65.0,14.0,34.0,17.0,8.0,1.0,1.0,8.0,826.0,166.0,317.0,151.0,164.0,359.0,289.0,122.0,167.0,12.0,12.0,7.0,6.0,1.13,44.0,42.0,17.0,0.0
526,m_drivexc.F90,42.0,38.0,1.0,211.0,18.0,166.0,31.0,7.0,1.0,1.0,7.0,1961.0,157.0,1185.0,169.0,1015.0,661.0,1032.0,100.0,932.0,161.0,159.0,1.0,6.0,0.56,300.0,266.0,7.0,0.0
527,berryphase_new.F90,168.0,168.0,14.0,1560.0,232.0,962.0,433.0,1.0,0.0,1.0,1.0,1670.0,235.0,964.0,195.0,768.0,540.0,781.0,88.0,693.0,168.0,168.0,14.0,10.0,0.56,168.0,168.0,14.0,0.0
528,m_ptg_C4h.F90,2.0,2.0,1.0,172.0,13.0,147.0,12.0,1.0,1.0,1.0,1.0,222.0,22.0,152.0,27.0,124.0,50.0,139.0,14.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,0.0
529,m_nonlop_test.F90,69.0,69.0,5.0,366.0,38.0,291.0,41.0,1.0,1.0,1.0,1.0,470.0,50.0,301.0,83.0,216.0,127.0,320.0,49.0,271.0,69.0,69.0,5.0,5.0,0.42,69.0,69.0,5.0,0.0
530,m_abi_linalg.F90,1.0,1.0,0.0,20.0,4.0,9.0,6.0,18.0,1.0,1.0,7.0,994.0,195.0,355.0,183.0,66.0,472.0,220.0,150.0,70.0,9.0,9.0,3.0,2.0,1.33,25.0,25.0,11.0,0.0
531,abi_xcopy.f90,1.0,1.0,1.0,28.0,6.0,13.0,9.0,9.0,0.0,9.0,9.0,399.0,76.0,118.0,86.0,32.0,207.0,124.0,86.0,38.0,3.0,3.0,1.0,1.0,1.75,15.0,15.0,9.0,0.0
532,abi_xorthonormalize.f90,3.0,3.0,1.0,49.0,12.0,24.0,13.0,3.0,0.0,3.0,3.0,287.0,44.0,74.0,37.0,37.0,171.0,66.0,33.0,33.0,6.0,6.0,1.0,2.0,2.31,10.0,10.0,3.0,0.0
533,abi_gpu_linalg.f90,2.0,2.0,1.0,29.0,6.0,14.0,8.0,9.0,0.0,9.0,9.0,570.0,82.0,132.0,60.0,25.0,361.0,93.0,57.0,36.0,4.0,4.0,1.0,2.0,2.73,18.0,18.0,9.0,0.0
534,m_tddft.F90,146.0,146.0,1.0,1567.0,207.0,1025.0,367.0,1.0,1.0,1.0,1.0,1701.0,220.0,1048.0,152.0,704.0,467.0,717.0,81.0,636.0,146.0,146.0,1.0,8.0,0.45,146.0,146.0,1.0,0.0
535,m_opernl.F90,73.0,64.0,1.0,668.0,78.0,439.0,152.0,4.0,1.0,1.0,4.0,3057.0,332.0,1773.0,167.0,1605.0,963.0,2350.0,108.0,2242.0,90.0,72.0,1.0,9.0,0.54,292.0,256.0,4.0,0.0
536,local_ks_green.F90,20.0,20.0,1.0,147.0,13.0,111.0,26.0,1.0,0.0,1.0,1.0,191.0,17.0,113.0,37.0,75.0,66.0,92.0,22.0,70.0,20.0,20.0,1.0,5.0,0.58,20.0,20.0,1.0,0.0
537,m_psp_hgh.F90,28.0,28.0,4.0,220.0,28.0,162.0,30.0,7.0,1.0,1.0,7.0,1945.0,226.0,1155.0,210.0,943.0,578.0,980.0,129.0,851.0,56.0,56.0,12.0,6.0,0.50,197.0,197.0,30.0,0.0
538,m_mkffnl.F90,118.0,118.0,1.0,503.0,33.0,381.0,97.0,1.0,1.0,1.0,1.0,693.0,45.0,395.0,76.0,318.0,263.0,371.0,35.0,336.0,118.0,118.0,1.0,11.0,0.67,118.0,118.0,1.0,0.0
539,m_ab7_mixing.F90,16.0,16.0,2.0,138.0,18.0,89.0,33.0,18.0,1.0,1.0,18.0,3270.0,395.0,1652.0,337.0,1314.0,1262.0,1504.0,258.0,1246.0,68.0,68.0,8.0,6.0,0.76,292.0,292.0,41.0,0.0
540,m_dtset.F90,24.0,24.0,1.0,251.0,26.0,194.0,32.0,8.0,1.0,1.0,8.0,2318.0,242.0,1581.0,212.0,1364.0,520.0,1453.0,97.0,1356.0,70.0,70.0,5.0,7.0,0.33,197.0,197.0,14.0,0.0
541,outxfhist.F90,19.0,19.0,1.0,245.0,39.0,160.0,47.0,1.0,0.0,1.0,1.0,296.0,42.0,162.0,25.0,64.0,95.0,76.0,16.0,60.0,19.0,19.0,1.0,3.0,0.59,19.0,19.0,1.0,0.0
542,convert_notation.F90,11.0,11.0,1.0,64.0,11.0,41.0,12.0,1.0,0.0,1.0,1.0,115.0,14.0,43.0,14.0,28.0,60.0,45.0,11.0,34.0,11.0,11.0,1.0,4.0,1.40,11.0,11.0,1.0,0.0
543,m_green.F90,16.0,16.0,1.0,120.0,14.0,77.0,33.0,21.0,1.0,1.0,21.0,3303.0,379.0,1692.0,459.0,1232.0,1331.0,1519.0,379.0,1140.0,62.0,62.0,1.0,12.0,0.79,337.0,337.0,21.0,0.0
544,optics_paw_core.F90,7.0,7.0,1.0,65.0,9.0,44.0,13.0,6.0,0.0,1.0,1.0,445.0,61.0,270.0,84.0,185.0,129.0,233.0,50.0,183.0,43.0,43.0,9.0,9.0,0.48,43.0,43.0,9.0,0.0
545,m_extraprho.F90,54.0,54.0,6.0,474.0,56.0,325.0,97.0,2.0,1.0,1.0,2.0,1127.0,127.0,678.0,176.0,501.0,334.0,570.0,87.0,483.0,55.0,55.0,12.0,10.0,0.49,108.0,108.0,13.0,0.0
546,m_hexc.F90,13.0,13.0,1.0,124.0,27.0,77.0,25.0,11.0,1.0,1.0,11.0,1920.0,387.0,932.0,322.0,597.0,677.0,797.0,228.0,569.0,51.0,49.0,5.0,12.0,0.73,148.0,146.0,18.0,0.0
547,m_outvar_i_n.F90,112.0,112.0,1.0,1023.0,202.0,712.0,141.0,1.0,1.0,1.0,1.0,1137.0,214.0,728.0,79.0,638.0,229.0,694.0,40.0,654.0,112.0,112.0,1.0,4.0,0.31,112.0,112.0,1.0,0.0
548,m_ioarr.F90,16.0,16.0,6.0,152.0,23.0,99.0,32.0,8.0,1.0,1.0,6.0,1555.0,219.0,836.0,208.0,461.0,535.0,634.0,147.0,487.0,56.0,56.0,25.0,7.0,0.64,133.0,133.0,49.0,0.0
549,m_levenberg_marquardt.F90,15.0,14.0,6.0,185.0,49.0,64.0,70.0,8.0,1.0,1.0,11.0,1703.0,429.0,531.0,148.0,382.0,748.0,596.0,146.0,450.0,52.0,52.0,24.0,3.0,1.41,124.0,119.0,54.0,0.0
550,m_harmonic_thermo.F90,123.0,123.0,31.0,914.0,132.0,678.0,137.0,1.0,1.0,1.0,1.0,1011.0,144.0,699.0,134.0,564.0,203.0,562.0,62.0,500.0,123.0,123.0,31.0,9.0,0.29,123.0,123.0,31.0,0.0
551,paw2wvl.F90,2.0,2.0,1.0,267.0,27.0,114.0,130.0,1.0,0.0,1.0,1.0,305.0,30.0,116.0,12.0,1.0,165.0,13.0,11.0,2.0,2.0,2.0,1.0,1.0,1.42,2.0,2.0,1.0,0.0
552,triqs_interface_ctqmc.F90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,18.0,16.0,15.0,0.0,17.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0
553,m_frskerker2.F90,2.0,2.0,1.0,30.0,6.0,15.0,8.0,5.0,1.0,1.0,5.0,324.0,50.0,98.0,60.0,37.0,180.0,89.0,53.0,36.0,3.0,3.0,1.0,2.0,1.84,11.0,11.0,5.0,0.0
554,dfpt_nstpaw.F90,61.0,61.0,2.0,387.0,33.0,299.0,59.0,4.0,0.0,1.0,1.0,1702.0,136.0,1201.0,297.0,903.0,390.0,1064.0,144.0,920.0,245.0,245.0,10.0,10.0,0.32,245.0,245.0,10.0,0.0
555,m_gwls_GWlanczos.F90,10.0,10.0,1.0,218.0,55.0,117.0,85.0,3.0,1.0,1.0,4.0,789.0,184.0,381.0,128.0,252.0,346.0,281.0,102.0,179.0,15.0,15.0,3.0,3.0,0.91,30.0,30.0,5.0,0.0
556,mklocl_wavelets.F90,1.0,1.0,0.0,126.0,21.0,65.0,41.0,5.0,0.0,2.0,4.0,646.0,98.0,294.0,58.0,23.0,268.0,75.0,52.0,23.0,2.0,2.0,1.0,1.0,0.91,7.0,7.0,4.0,0.0
557,vdw_kernelgen.F90,1.0,1.0,1.0,150.0,31.0,76.0,43.0,1.0,0.0,1.0,1.0,191.0,34.0,78.0,3.0,0.0,81.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.04,1.0,1.0,1.0,0.0
558,libtetrabz_polstat_mod.F90,5.0,5.0,3.0,64.0,2.0,38.0,24.0,10.0,1.0,1.0,10.0,713.0,22.0,394.0,89.0,304.0,304.0,364.0,79.0,285.0,18.0,18.0,18.0,4.0,0.77,57.0,57.0,33.0,0.0
559,opernlb_ylm.F90,271.0,271.0,1.0,1134.0,91.0,853.0,227.0,1.0,0.0,1.0,1.0,1254.0,95.0,855.0,47.0,805.0,343.0,885.0,26.0,859.0,271.0,271.0,1.0,10.0,0.40,271.0,271.0,1.0,0.0
560,m_mpi_setup.F90,83.0,83.0,14.0,479.0,59.0,351.0,79.0,4.0,1.0,1.0,4.0,2101.0,252.0,1429.0,204.0,1192.0,465.0,1390.0,108.0,1282.0,162.0,162.0,42.0,8.0,0.33,332.0,332.0,59.0,0.0
561,m_defs_ptgroups.F90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,227.0,47.0,69.0,68.0,0.0,113.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0
562,xmpi_gather.finc,1.0,1.0,1.0,32.0,6.0,15.0,10.0,6.0,0.0,6.0,6.0,359.0,49.0,94.0,48.0,12.0,216.0,60.0,48.0,12.0,1.0,1.0,1.0,0.0,2.30,6.0,6.0,6.0,0.0
563,zdotu.f,7.0,7.0,3.0,53.0,0.0,26.0,27.0,1.0,0.0,1.0,1.0,53.0,0.0,26.0,6.0,20.0,27.0,30.0,6.0,24.0,7.0,7.0,3.0,1.0,1.04,7.0,7.0,3.0,0.0
564,libtetrabz_occ_mod.F90,8.0,8.0,3.0,82.0,2.0,48.0,33.0,3.0,1.0,1.0,3.0,294.0,8.0,154.0,53.0,100.0,140.0,144.0,46.0,98.0,12.0,12.0,7.0,3.0,0.91,25.0,25.0,11.0,0.0
565,m_BathOperator.F90,6.0,6.0,1.0,59.0,7.0,33.0,19.0,18.0,1.0,1.0,18.0,1802.0,177.0,668.0,229.0,423.0,988.0,698.0,224.0,474.0,19.0,19.0,1.0,4.0,1.48,115.0,115.0,18.0,0.0
566,BathOperator_hybrid.h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,6.0,1.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0
567,m_argparse.F90,1.0,1.0,0.0,40.0,8.0,22.0,8.0,6.0,1.0,1.0,4.0,384.0,81.0,166.0,51.0,18.0,142.0,74.0,49.0,25.0,5.0,4.0,1.0,1.0,0.86,9.0,8.0,4.0,0.0
568,m_fft_mesh.F90,6.0,6.0,1.0,68.0,11.0,39.0,18.0,18.0,1.0,1.0,18.0,1827.0,279.0,748.0,232.0,515.0,829.0,707.0,208.0,499.0,29.0,27.0,12.0,5.0,1.11,116.0,114.0,31.0,0.0
569,m_geometry.F90,7.0,7.0,2.0,75.0,13.0,44.0,18.0,35.0,1.0,1.0,35.0,3833.0,546.0,1598.0,453.0,1144.0,1742.0,1479.0,401.0,1078.0,34.0,34.0,16.0,10.0,1.09,273.0,264.0,79.0,0.0
570,functionals_pwscf.F90,3.0,3.0,1.0,26.0,4.0,14.0,8.0,19.0,1.0,1.0,19.0,1077.0,121.0,310.0,111.0,198.0,651.0,314.0,110.0,204.0,30.0,30.0,1.0,2.0,2.10,71.0,71.0,19.0,0.0
571,getcprj.F90,27.0,27.0,2.0,127.0,13.0,96.0,20.0,2.0,0.0,1.0,1.0,337.0,30.0,194.0,57.0,136.0,120.0,182.0,26.0,156.0,55.0,55.0,4.0,9.0,0.62,55.0,55.0,4.0,0.0
572,m_sort.F90,9.0,9.0,5.0,91.0,25.0,54.0,19.0,2.0,1.0,1.0,2.0,286.0,65.0,119.0,27.0,91.0,120.0,114.0,26.0,88.0,9.0,9.0,5.0,5.0,1.01,18.0,18.0,10.0,0.0
573,calc_fc.F90,7.0,7.0,1.0,99.0,19.0,61.0,20.0,1.0,0.0,1.0,1.0,149.0,22.0,63.0,30.0,32.0,67.0,57.0,25.0,32.0,7.0,7.0,1.0,2.0,1.06,7.0,7.0,1.0,0.0
574,m_dyson_solver.F90,35.0,35.0,5.0,283.0,47.0,195.0,56.0,2.0,1.0,1.0,2.0,721.0,113.0,414.0,87.0,326.0,229.0,384.0,56.0,328.0,47.0,47.0,10.0,6.0,0.55,70.0,70.0,11.0,0.0
575,defs_basis.F90,3.0,2.0,1.0,29.0,8.0,12.0,8.0,4.0,1.0,1.0,4.0,575.0,88.0,249.0,211.0,35.0,278.0,236.0,208.0,28.0,4.0,4.0,1.0,1.0,1.12,13.0,11.0,4.0,0.0
576,m_abi2big.F90,2.0,2.0,1.0,55.0,11.0,28.0,16.0,14.0,1.0,1.0,14.0,1265.0,212.0,432.0,139.0,14.0,647.0,136.0,108.0,28.0,2.0,2.0,1.0,1.0,1.50,28.0,28.0,14.0,0.0
577,m_ListCdagC.F90,3.0,3.0,1.0,27.0,4.0,13.0,10.0,15.0,1.0,1.0,15.0,1006.0,107.0,239.0,118.0,112.0,666.0,243.0,115.0,128.0,7.0,7.0,1.0,3.0,2.79,47.0,47.0,15.0,0.0
578,getcprjb.F90,7.0,7.0,5.0,74.0,23.0,40.0,15.0,2.0,0.0,1.0,1.0,201.0,49.0,83.0,32.0,50.0,79.0,79.0,26.0,53.0,14.0,14.0,11.0,8.0,0.95,14.0,14.0,11.0,0.0
579,positions.f90,4.0,4.0,1.0,42.0,11.0,24.0,7.0,3.0,0.0,3.0,3.0,142.0,41.0,74.0,28.0,46.0,30.0,74.0,28.0,46.0,6.0,6.0,1.0,3.0,0.41,12.0,12.0,3.0,0.0
580,m_spectra.F90,4.0,4.0,1.0,51.0,10.0,23.0,21.0,5.0,1.0,1.0,5.0,436.0,81.0,136.0,70.0,65.0,238.0,124.0,58.0,66.0,9.0,9.0,1.0,1.0,1.75,20.0,20.0,5.0,0.0
581,cgcprj_cholesky.F90,1.0,1.0,0.0,32.0,6.0,17.0,8.0,2.0,0.0,1.0,1.0,123.0,17.0,37.0,23.0,13.0,71.0,27.0,17.0,10.0,2.0,2.0,1.0,1.0,1.92,2.0,2.0,1.0,0.0
582,fourier_interpol.F90,2.0,2.0,0.0,49.0,10.0,30.0,10.0,2.0,0.0,1.0,1.0,153.0,24.0,62.0,27.0,34.0,71.0,56.0,21.0,35.0,4.0,4.0,1.0,2.0,1.15,4.0,4.0,1.0,0.0
583,m_dfti.F90,2.0,2.0,1.0,49.0,11.0,22.0,17.0,25.0,1.0,1.0,25.0,2583.0,446.0,707.0,321.0,149.0,1477.0,386.0,241.0,145.0,31.0,25.0,1.0,5.0,2.09,61.0,52.0,25.0,0.0
584,dfti_c2c_op.finc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,8.0,29.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0
